job_title,salary_usd,experience_level,employment_type,company_location,remote_ratio,required_skills,education_required,years_experience,industry,company_size,posting_date,year,company_name
Machine Learning Engineer,183463,Executive,Contract,Denmark,Hybrid,"Python, Computer Vision, Tableau, TensorFlow, Git",Associate,19,Automotive,Small(<50),18-04-2024,2024,Future Systems
Machine Learning Engineer,110858,Mid,Contract,Australia,Fully remote,"PyTorch, Java, Tableau, Docker, Statistics",Associate,2,Manufacturing,Large(>250),03-04-2025,2025,Cloud AI Solutions
AI Consultant,187012,Executive,Contract,Finland,No remote,"Git, Azure, Computer Vision, Kubernetes",Master,13,Government,Small(<50),21-03-2024,2024,Algorithmic Solutions
AI Software Engineer,267395,Executive,Part-time,United States,No remote,"Python, TensorFlow, Computer Vision, Statistics",Associate,17,Retail,Large(>250),05-04-2024,2024,TechCorp Inc
AI Software Engineer,49037,Entry,Part-time,Japan,Hybrid,"Computer Vision, Azure, Statistics, SQL, Spark",Bachelor,0,Government,Small(<50),25-07-2024,2024,Machine Intelligence Group
Deep Learning Engineer,231031,Executive,Freelance,Ireland,Fully remote,"NLP, AWS, SQL, Computer Vision",PhD,16,Automotive,Large(>250),18-02-2025,2025,Future Systems
AI Specialist,265453,Executive,Contract,Ireland,Hybrid,"MLOps, AWS, Kubernetes, Scala, Hadoop",Master,14,Automotive,Large(>250),24-12-2024,2024,Machine Intelligence Group
AI Consultant,82540,Mid,Contract,Israel,Fully remote,"Git, AWS, Python, Computer Vision, Statistics",Bachelor,2,Gaming,Small(<50),05-02-2025,2025,Cloud AI Solutions
AI Specialist,126029,Senior,Freelance,Israel,Hybrid,"Spark, Docker, Computer Vision, Statistics, Python",Master,6,Automotive,Small(<50),23-02-2025,2025,Predictive Systems
AI Architect,224510,Executive,Part-time,Japan,Hybrid,"PyTorch, Docker, Git",Bachelor,14,Technology,Small(<50),07-02-2025,2025,AI Innovations
Research Scientist,76405,Entry,Full-time,Denmark,No remote,"Data Visualization, AWS, Spark, Mathematics",Bachelor,1,Gaming,Large(>250),13-04-2024,2024,Algorithmic Solutions
Machine Learning Researcher,57273,Entry,Freelance,Israel,No remote,"Kubernetes, SQL, Mathematics",Bachelor,1,Transportation,Large(>250),20-01-2025,2025,Neural Networks Co
Robotics Engineer,78816,Mid,Freelance,South Korea,Hybrid,"Linux, Computer Vision, R, Statistics",Associate,2,Gaming,Large(>250),23-01-2024,2024,DataVision Ltd
AI Specialist,129597,Executive,Freelance,Ireland,Hybrid,"Kubernetes, SQL, Statistics, Computer Vision, Java",Master,19,Real Estate,Small(<50),25-09-2024,2024,DeepTech Ventures
Robotics Engineer,78527,Executive,Part-time,India,Hybrid,"SQL, Tableau, Linux",PhD,16,Energy,Large(>250),12-01-2025,2025,Neural Networks Co
AI Consultant,147701,Senior,Full-time,United Kingdom,Hybrid,"Computer Vision, Spark, Statistics, Python",Associate,7,Finance,Large(>250),08-08-2024,2024,Autonomous Tech
Machine Learning Researcher,124500,Senior,Part-time,Israel,Fully remote,"Git, Data Visualization, NLP",Associate,6,Consulting,Large(>250),22-09-2024,2024,DataVision Ltd
Data Engineer,30093,Mid,Full-time,India,Fully remote,"Python, Computer Vision, Statistics",PhD,2,Real Estate,Large(>250),08-07-2024,2024,DeepTech Ventures
Computer Vision Engineer,95154,Mid,Contract,Sweden,Fully remote,"Git, NLP, GCP",Bachelor,4,Gaming,Mid(50-250),22-03-2024,2024,Future Systems
Machine Learning Researcher,125964,Executive,Full-time,Ireland,No remote,"SQL, AWS, Mathematics, NLP",Bachelor,14,Media,Small(<50),25-01-2025,2025,Cloud AI Solutions
Data Engineer,234668,Executive,Freelance,France,Hybrid,"Linux, NLP, Kubernetes, AWS, Python",PhD,15,Finance,Mid(50-250),17-07-2024,2024,TechCorp Inc
Head of AI,72375,Mid,Freelance,France,No remote,"GCP, Mathematics, SQL, Scala, Deep Learning",Master,4,Consulting,Small(<50),07-04-2024,2024,DataVision Ltd
Data Engineer,199511,Executive,Contract,Finland,Hybrid,"Statistics, NLP, SQL, Kubernetes",Master,15,Consulting,Large(>250),19-12-2024,2024,AI Innovations
AI Specialist,82707,Mid,Freelance,Ireland,Fully remote,"Spark, NLP, Python",Bachelor,4,Manufacturing,Small(<50),03-07-2024,2024,Predictive Systems
AI Architect,49846,Entry,Contract,Ireland,Hybrid,"Mathematics, Spark, Deep Learning, NLP",Bachelor,0,Transportation,Small(<50),03-04-2025,2025,Future Systems
AI Research Scientist,231076,Executive,Contract,Singapore,Hybrid,"Python, Spark, Statistics, Data Visualization",Bachelor,14,Technology,Small(<50),15-08-2024,2024,Neural Networks Co
Research Scientist,150796,Senior,Contract,Denmark,Hybrid,"Python, Mathematics, Kubernetes, Hadoop",Bachelor,7,Telecommunications,Mid(50-250),28-05-2024,2024,Quantum Computing Inc
Machine Learning Researcher,116702,Senior,Contract,Ireland,Hybrid,"NLP, TensorFlow, Java, Linux, R",Bachelor,8,Technology,Small(<50),01-03-2025,2025,Advanced Robotics
Computer Vision Engineer,127076,Entry,Part-time,Switzerland,No remote,"NLP, Java, Mathematics, Python",Associate,0,Technology,Large(>250),18-10-2024,2024,Quantum Computing Inc
Machine Learning Researcher,138133,Senior,Contract,Japan,Fully remote,"MLOps, Python, Data Visualization",PhD,9,Finance,Small(<50),12-06-2024,2024,Cognitive Computing
Data Scientist,72519,Entry,Full-time,Finland,Hybrid,"Java, PyTorch, Spark",Bachelor,1,Manufacturing,Mid(50-250),10-11-2024,2024,Predictive Systems
AI Software Engineer,202605,Executive,Freelance,Israel,Fully remote,"R, Deep Learning, TensorFlow",Master,19,Energy,Large(>250),07-04-2025,2025,Neural Networks Co
ML Ops Engineer,147327,Executive,Part-time,Finland,Hybrid,"Scala, GCP, Hadoop, SQL",Associate,12,Transportation,Large(>250),07-01-2025,2025,DataVision Ltd
AI Specialist,35455,Mid,Contract,India,Fully remote,"Kubernetes, Deep Learning, Data Visualization, Spark",Associate,4,Media,Mid(50-250),05-03-2025,2025,Machine Intelligence Group
ML Ops Engineer,85603,Mid,Freelance,Ireland,Fully remote,"Data Visualization, Scala, Spark, Computer Vision",Bachelor,4,Gaming,Mid(50-250),22-03-2025,2025,Cloud AI Solutions
Data Scientist,174323,Executive,Freelance,Israel,Fully remote,"Deep Learning, Kubernetes, NLP, Spark",PhD,11,Technology,Mid(50-250),05-01-2025,2025,Autonomous Tech
Head of AI,138386,Senior,Freelance,Switzerland,Fully remote,"Tableau, Azure, Hadoop, R, NLP",Master,5,Retail,Small(<50),21-01-2025,2025,Future Systems
AI Specialist,86425,Mid,Part-time,Finland,Fully remote,"Python, Statistics, Git",Bachelor,4,Manufacturing,Small(<50),24-10-2024,2024,Future Systems
AI Architect,79209,Mid,Full-time,France,Hybrid,"Java, MLOps, TensorFlow",PhD,2,Gaming,Mid(50-250),03-05-2024,2024,Future Systems
Robotics Engineer,93206,Mid,Part-time,United Kingdom,No remote,"Linux, Mathematics, Deep Learning",Bachelor,2,Consulting,Large(>250),19-03-2025,2025,Cloud AI Solutions
Head of AI,183144,Executive,Part-time,Germany,Hybrid,"Data Visualization, GCP, Spark, TensorFlow",Associate,11,Gaming,Small(<50),03-04-2024,2024,Smart Analytics
Computer Vision Engineer,115035,Mid,Freelance,United States,Hybrid,"Computer Vision, Linux, Mathematics, Git, Kubernetes",PhD,3,Telecommunications,Large(>250),05-10-2024,2024,Advanced Robotics
Robotics Engineer,52046,Entry,Part-time,Ireland,No remote,"Python, Java, Git, Linux, GCP",Master,0,Consulting,Mid(50-250),21-04-2024,2024,Advanced Robotics
Data Engineer,27042,Mid,Full-time,India,No remote,"Scala, NLP, Java, Hadoop",Associate,3,Retail,Mid(50-250),29-08-2024,2024,Quantum Computing Inc
Principal Data Scientist,69140,Mid,Freelance,Germany,Fully remote,"Java, Computer Vision, R",Associate,4,Education,Small(<50),05-11-2024,2024,AI Innovations
Principal Data Scientist,54144,Senior,Freelance,China,Hybrid,"Hadoop, Java, AWS, R, MLOps",Bachelor,5,Education,Mid(50-250),07-04-2024,2024,Digital Transformation LLC
Autonomous Systems Engineer,102140,Mid,Part-time,United Kingdom,Hybrid,"Azure, Linux, Deep Learning",PhD,3,Real Estate,Mid(50-250),02-09-2024,2024,Smart Analytics
Machine Learning Researcher,159981,Senior,Part-time,Germany,Fully remote,"Python, Computer Vision, Deep Learning",Associate,9,Retail,Large(>250),16-01-2024,2024,DeepTech Ventures
Research Scientist,52315,Entry,Full-time,South Korea,Hybrid,"Hadoop, SQL, Linux, Data Visualization, GCP",PhD,1,Media,Mid(50-250),07-05-2024,2024,Quantum Computing Inc
AI Research Scientist,174231,Senior,Part-time,Australia,Hybrid,"NLP, Scala, Java, Linux",Associate,7,Manufacturing,Large(>250),17-02-2025,2025,Cognitive Computing
AI Specialist,97169,Mid,Contract,United Kingdom,No remote,"MLOps, AWS, Java, SQL, Git",Master,3,Government,Large(>250),24-09-2024,2024,Predictive Systems
Autonomous Systems Engineer,143744,Senior,Part-time,Canada,No remote,"Linux, Statistics, Deep Learning, MLOps",Bachelor,9,Energy,Mid(50-250),17-12-2024,2024,Smart Analytics
Data Scientist,112243,Mid,Contract,United States,Fully remote,"Data Visualization, Scala, SQL, AWS",Master,2,Finance,Small(<50),28-05-2024,2024,Cognitive Computing
ML Ops Engineer,127387,Mid,Freelance,Denmark,No remote,"Deep Learning, PyTorch, MLOps",Bachelor,3,Technology,Mid(50-250),02-04-2025,2025,Autonomous Tech
Machine Learning Researcher,131304,Senior,Part-time,Austria,No remote,"SQL, PyTorch, GCP, Hadoop",PhD,6,Consulting,Mid(50-250),16-12-2024,2024,Cognitive Computing
Machine Learning Engineer,71777,Entry,Freelance,Australia,Hybrid,"Java, R, Python, Azure, Mathematics",Master,0,Media,Large(>250),03-01-2025,2025,Cognitive Computing
Machine Learning Researcher,116676,Senior,Part-time,Singapore,Fully remote,"Kubernetes, Hadoop, Java",Bachelor,7,Finance,Small(<50),06-03-2024,2024,AI Innovations
AI Consultant,126226,Senior,Freelance,United Kingdom,Hybrid,"Spark, Java, PyTorch, GCP",Master,6,Technology,Small(<50),02-10-2024,2024,Advanced Robotics
ML Ops Engineer,82894,Mid,Contract,Australia,Fully remote,"R, GCP, Computer Vision, Spark, SQL",Master,4,Government,Small(<50),04-02-2025,2025,TechCorp Inc
Machine Learning Researcher,38746,Entry,Full-time,China,No remote,"Hadoop, Statistics, SQL, Tableau",Bachelor,0,Energy,Large(>250),27-01-2025,2025,Quantum Computing Inc
AI Consultant,92661,Mid,Full-time,Norway,Fully remote,"SQL, Python, Git, Kubernetes",Master,2,Government,Small(<50),26-04-2024,2024,TechCorp Inc
AI Research Scientist,62143,Mid,Part-time,South Korea,Fully remote,"Python, TensorFlow, NLP",Associate,4,Media,Mid(50-250),31-01-2025,2025,Autonomous Tech
AI Software Engineer,176385,Executive,Part-time,United Kingdom,Fully remote,"SQL, Scala, Azure, Computer Vision, GCP",Bachelor,14,Real Estate,Small(<50),06-02-2025,2025,Machine Intelligence Group
AI Software Engineer,81358,Mid,Freelance,France,No remote,"SQL, Docker, Data Visualization, Hadoop, Deep Learning",Associate,3,Media,Mid(50-250),06-04-2024,2024,DeepTech Ventures
Robotics Engineer,78489,Mid,Freelance,Israel,No remote,"Docker, AWS, NLP",PhD,2,Telecommunications,Mid(50-250),02-04-2025,2025,Advanced Robotics
Autonomous Systems Engineer,157109,Senior,Contract,Germany,Fully remote,"Java, MLOps, R, NLP",PhD,5,Automotive,Large(>250),12-01-2025,2025,Smart Analytics
AI Software Engineer,154305,Executive,Freelance,Australia,No remote,"TensorFlow, R, Statistics",Master,17,Telecommunications,Small(<50),15-01-2025,2025,TechCorp Inc
Machine Learning Engineer,61309,Entry,Part-time,Australia,Hybrid,"SQL, Python, Deep Learning, AWS, Statistics",Associate,0,Real Estate,Small(<50),06-02-2025,2025,DataVision Ltd
Data Scientist,189613,Executive,Full-time,Australia,Hybrid,"Java, R, Hadoop",Associate,13,Media,Mid(50-250),29-10-2024,2024,Cloud AI Solutions
AI Product Manager,214403,Executive,Part-time,United States,No remote,"Docker, Linux, Azure, Statistics, Tableau",Associate,18,Retail,Small(<50),18-03-2025,2025,TechCorp Inc
AI Consultant,133222,Senior,Part-time,Austria,No remote,"Scala, PyTorch, GCP, Spark, Computer Vision",Master,7,Transportation,Mid(50-250),03-07-2024,2024,DataVision Ltd
Data Engineer,62909,Entry,Part-time,Israel,Fully remote,"Tableau, Java, Scala, Data Visualization, TensorFlow",PhD,1,Government,Large(>250),19-08-2024,2024,DeepTech Ventures
AI Product Manager,19343,Entry,Full-time,India,Hybrid,"GCP, Git, PyTorch",Associate,1,Transportation,Small(<50),05-01-2025,2025,Quantum Computing Inc
Robotics Engineer,222547,Executive,Part-time,Ireland,No remote,"Linux, PyTorch, Data Visualization",Bachelor,14,Manufacturing,Small(<50),19-02-2024,2024,Smart Analytics
AI Consultant,234130,Executive,Full-time,Japan,Fully remote,"Linux, Azure, MLOps, Git",Bachelor,11,Real Estate,Small(<50),08-02-2025,2025,Cognitive Computing
Deep Learning Engineer,215309,Executive,Contract,Finland,Fully remote,"Computer Vision, MLOps, GCP",Master,13,Media,Small(<50),30-06-2024,2024,Cognitive Computing
AI Product Manager,72372,Mid,Contract,Israel,Hybrid,"Scala, SQL, Spark, GCP",PhD,4,Technology,Small(<50),13-04-2024,2024,Smart Analytics
Deep Learning Engineer,167429,Executive,Contract,Australia,Fully remote,"SQL, AWS, Scala, GCP, Azure",Bachelor,11,Transportation,Large(>250),17-04-2024,2024,Algorithmic Solutions
AI Consultant,171432,Executive,Part-time,Israel,Hybrid,"Spark, PyTorch, Java, TensorFlow",Bachelor,16,Energy,Large(>250),06-06-2024,2024,Predictive Systems
AI Research Scientist,162301,Senior,Freelance,Sweden,Hybrid,"SQL, Hadoop, Azure",Master,6,Telecommunications,Large(>250),03-02-2025,2025,Cognitive Computing
Computer Vision Engineer,106745,Mid,Contract,Sweden,Hybrid,"Python, GCP, Azure, SQL, TensorFlow",Bachelor,3,Healthcare,Mid(50-250),27-06-2024,2024,Advanced Robotics
AI Specialist,169009,Executive,Freelance,Netherlands,No remote,"Computer Vision, PyTorch, Tableau",PhD,18,Government,Large(>250),24-03-2024,2024,Algorithmic Solutions
AI Architect,233941,Executive,Part-time,Singapore,Hybrid,"MLOps, SQL, AWS, NLP, Data Visualization",Bachelor,15,Energy,Mid(50-250),13-06-2024,2024,Machine Intelligence Group
AI Software Engineer,179620,Executive,Part-time,Austria,Hybrid,"Python, Kubernetes, Statistics, AWS",Master,13,Technology,Large(>250),28-01-2024,2024,Quantum Computing Inc
ML Ops Engineer,128589,Senior,Part-time,Japan,Hybrid,"PyTorch, TensorFlow, Docker",PhD,6,Gaming,Small(<50),13-10-2024,2024,AI Innovations
Deep Learning Engineer,76779,Entry,Part-time,Netherlands,No remote,"Mathematics, PyTorch, Scala",Associate,1,Retail,Large(>250),16-12-2024,2024,Neural Networks Co
AI Specialist,114807,Senior,Freelance,France,Fully remote,"Azure, Java, Git",Master,6,Automotive,Small(<50),06-06-2024,2024,DataVision Ltd
Autonomous Systems Engineer,126904,Senior,Part-time,Australia,Hybrid,"Scala, Kubernetes, R, GCP, Hadoop",Master,8,Consulting,Small(<50),05-12-2024,2024,Neural Networks Co
ML Ops Engineer,23823,Entry,Contract,India,Hybrid,"GCP, Python, TensorFlow, Deep Learning",PhD,0,Media,Large(>250),10-08-2024,2024,Cloud AI Solutions
Robotics Engineer,91085,Mid,Freelance,United States,Hybrid,"Computer Vision, Statistics, NLP, Kubernetes",Master,4,Consulting,Small(<50),09-03-2025,2025,Cloud AI Solutions
AI Software Engineer,123889,Senior,Contract,Netherlands,No remote,"Python, Hadoop, R, Linux",Associate,6,Retail,Mid(50-250),10-02-2024,2024,Quantum Computing Inc
Machine Learning Engineer,116702,Senior,Contract,South Korea,Hybrid,"Hadoop, Tableau, AWS, PyTorch",Master,9,Technology,Mid(50-250),14-07-2024,2024,Predictive Systems
Research Scientist,114453,Mid,Part-time,Sweden,No remote,"Spark, SQL, Azure, MLOps",PhD,2,Government,Large(>250),06-06-2024,2024,TechCorp Inc
Data Analyst,127753,Mid,Full-time,United Kingdom,Hybrid,"TensorFlow, Docker, Tableau, Java",Master,4,Technology,Large(>250),13-01-2025,2025,Smart Analytics
AI Research Scientist,279320,Executive,Full-time,Singapore,Hybrid,"Computer Vision, MLOps, Statistics",Associate,14,Telecommunications,Large(>250),28-02-2024,2024,DeepTech Ventures
Computer Vision Engineer,193375,Executive,Full-time,Germany,Hybrid,"Tableau, Python, NLP, Spark, Computer Vision",Master,10,Education,Mid(50-250),21-06-2024,2024,Machine Intelligence Group
AI Consultant,199737,Senior,Full-time,Switzerland,No remote,"Java, Scala, MLOps",Master,8,Telecommunications,Mid(50-250),28-01-2025,2025,Cloud AI Solutions
AI Software Engineer,53228,Entry,Contract,Finland,No remote,"TensorFlow, SQL, Data Visualization, Mathematics",Master,0,Energy,Small(<50),06-03-2024,2024,Smart Analytics
Autonomous Systems Engineer,124669,Senior,Contract,Austria,Fully remote,"Deep Learning, Python, Linux",Master,6,Real Estate,Large(>250),09-02-2025,2025,Algorithmic Solutions
AI Research Scientist,139094,Senior,Contract,Norway,Hybrid,"SQL, Docker, PyTorch, Hadoop, Scala",Bachelor,5,Education,Small(<50),30-10-2024,2024,Algorithmic Solutions
AI Research Scientist,103028,Entry,Freelance,Switzerland,Fully remote,"Computer Vision, Tableau, Scala, Deep Learning, Azure",Associate,1,Retail,Large(>250),21-10-2024,2024,Advanced Robotics
Data Analyst,140713,Senior,Part-time,Ireland,Hybrid,"Data Visualization, Python, TensorFlow",Associate,5,Automotive,Large(>250),10-12-2024,2024,Cognitive Computing
AI Software Engineer,93762,Entry,Contract,Norway,Fully remote,"GCP, Python, Deep Learning, TensorFlow",PhD,1,Education,Mid(50-250),05-01-2025,2025,AI Innovations
Machine Learning Engineer,60042,Entry,Contract,United States,Hybrid,"Scala, Azure, Tableau",Associate,0,Automotive,Mid(50-250),20-06-2024,2024,Neural Networks Co
Deep Learning Engineer,125462,Senior,Freelance,Israel,No remote,"Mathematics, SQL, Data Visualization, Linux",Master,8,Manufacturing,Mid(50-250),18-09-2024,2024,Future Systems
Autonomous Systems Engineer,79766,Mid,Part-time,Germany,No remote,"Spark, Hadoop, Tableau",Associate,4,Automotive,Mid(50-250),13-02-2025,2025,Algorithmic Solutions
AI Architect,63995,Senior,Contract,China,Hybrid,"Java, SQL, Kubernetes, AWS",Associate,9,Energy,Small(<50),05-05-2024,2024,Cognitive Computing
Deep Learning Engineer,67575,Entry,Contract,France,No remote,"R, Scala, GCP, Linux",Bachelor,0,Real Estate,Small(<50),28-12-2024,2024,DeepTech Ventures
Machine Learning Engineer,180825,Senior,Full-time,United Kingdom,No remote,"SQL, Scala, NLP, Statistics, PyTorch",Master,5,Healthcare,Large(>250),07-02-2024,2024,Neural Networks Co
Autonomous Systems Engineer,46588,Senior,Contract,China,No remote,"Hadoop, Mathematics, NLP, AWS",Bachelor,7,Government,Small(<50),04-12-2024,2024,Machine Intelligence Group
AI Specialist,70840,Entry,Full-time,Sweden,No remote,"SQL, Data Visualization, Linux",Master,0,Telecommunications,Small(<50),08-06-2024,2024,Predictive Systems
AI Research Scientist,40656,Mid,Part-time,China,Hybrid,"Python, Mathematics, GCP, AWS",PhD,3,Retail,Mid(50-250),17-01-2025,2025,Advanced Robotics
Research Scientist,50149,Entry,Part-time,Austria,Hybrid,"Data Visualization, AWS, SQL, Statistics",Associate,0,Finance,Small(<50),15-10-2024,2024,TechCorp Inc
Research Scientist,128622,Senior,Freelance,Australia,Fully remote,"Deep Learning, Scala, PyTorch, Mathematics, GCP",Associate,9,Education,Mid(50-250),05-12-2024,2024,Cloud AI Solutions
